0,0,10,0,-1,2016/07/08,0,3,2,3.93,3.932,
0,0,10,1,-1,2016/07/08,0,2,2,7.53,7.51,
0,0,10,2,-1,2016/07/08,0,2,2,6.31,6.33,
0,0,10,3,-1,2016/07/08,0,2,2,13.27,13.77,
0,0,10,4,-1,2016/07/08,0,2,2,1.08,0.95,
0,0,10,5,-1,2016/07/08,0,2,2,0.39,0.39,
0,0,10,6,-1,2016/07/08,0,2,2,0.17,0.12,
0,0,10,7,-1,2016/07/08,0,1,2,21.9,21.9,
0,0,10,8,-1,2016/07/08,0,2,2,1.58,1.51,
0,0,10,9,-1,2016/07/08,0,2,2,1.84,1.75,
0,0,10,10,-1,2016/07/08,0,2,2,2.11,2.05,
0,0,10,11,-1,2016/07/08,0,2,2,0.63,0.66,
0,0,10,12,-1,2016/07/08,0,0,2,80,83,
0,0,10,13,-1,2016/07/08,3,0,1,68044,
0,0,10,14,-1,2016/07/08,0,4,2,0.0005,0.0005,
0,0,10,15,-1,2016/07/08,2,0,1,0,
0,0,10,16,-1,2016/07/08,3,0,1,138,
0,0,11,0,-1,2016/07/11,0,3,2,3.923,3.923,
0,0,11,1,-1,2016/07/11,0,2,2,7.52,7.53,
0,0,11,2,-1,2016/07/11,0,2,2,6.31,6.33,
0,0,11,3,-1,2016/07/11,0,2,2,13.27,13.77,
0,0,11,4,-1,2016/07/11,0,2,2,1.08,0.95,
0,0,11,5,-1,2016/07/11,0,2,2,0.39,0.39,
0,0,11,6,-1,2016/07/11,0,2,2,0.17,0.12,
0,0,11,7,-1,2016/07/11,0,1,2,22.1,22.1,
0,0,11,8,-1,2016/07/11,0,2,2,1.58,1.51,
0,0,11,9,-1,2016/07/11,0,2,2,1.76,1.81,
0,0,11,10,-1,2016/07/11,0,2,2,2.02,2.01,
0,0,11,11,-1,2016/07/11,0,2,2,0.56,0.56,
0,0,11,12,-1,2016/07/11,0,0,2,75,74,
0,0,11,13,-1,2016/07/11,3,0,1,68041,
0,0,11,14,-1,2016/07/11,0,4,2,0.0005,0.0006,
0,0,11,15,-1,2016/07/11,2,0,1,0,
0,0,11,16,-1,2016/07/11,3,0,1,157,
