1,028531-6161,"（株）デンソー",0,2
"品番","品種","出荷日",,,,,
"Part No.","Material Grade","Date of shipment",,,,,

1
30588,"028531-6161","TRC5902D","2017/03/22","","","","",""
@@@出力項目@@@
30588,1,"見掛比重","Apparent Density","HI","HI",3,マイクロメータ､天秤, ,1,1,2,3.620000,3.920000,0.000000, ,1,0,2,2,3.730000,3.73,3.73, , , , , , , , 
30588,1,"見掛比重","Apparent Density","LO","LO",3,マイクロメータ､天秤, ,1,1,2,2.350000,2.650000,0.000000, ,1,0,2,2,2.490000,2.49,2.49, , , , , , , , 
30588,1,"硬度 (HsD 圧面)","Hardness(HsD P)","HI","HI",10,ショア硬度計Ｄ型,HsD,1,1,1,19.000000,34.000000,0.000000, ,1,0,1,2,25.900000,26,25.8, , , , , , , , 
30588,1,"硬度 (HsD 圧面)","Hardness(HsD P)","LO","LO",10,ショア硬度計Ｄ型,HsD,1,1,1,21.000000,36.000000,0.000000, ,1,0,1,2,30.000000,30.1,29.9, , , , , , , , 
30588,1,"抵抗率","Specific Resistance","HI","HI",11,抵抗率測定機,μΩ･cm,1,1,0,15.000000,45.000000,0.000000, ,1,0,0,2,32.440000,32.92,31.96, , , , , , , , 
30588,1,"抵抗率","Specific Resistance","LO","LO",11,抵抗率測定機,μΩ･cm,1,1,0,400.000000,900.000000,0.000000, ,1,0,0,2,586.980000,583.79,590.17, , , , , , , , 
30588,1,"曲げ強さ","Transverse Strength","HI","HI",5,材料試験機,MPa,1,1,1,30.000000,60.000000,0.000000, ,1,0,1,2,36.137500,38.495,33.78, , , , , , , , 
30588,1,"曲げ強さ","Transverse Strength","LO","LO",5,材料試験機,MPa,1,1,1,13.000000,43.000000,0.000000, ,1,0,1,2,24.401500,24.401,24.402, , , , , , , , 
30588,1,"リード線取付抵抗","Connection Drop"," "," ",12,リード線取付抵抗測定機,mV/200A,1,2,1,0.000000,30.000000,0.000000, ,1,0,1,2,14.300000,14.7,13.9, , , , , , , , 
30588,1,"リード線取付強度","Pull Strength"," "," ",5,材料試験機,N,1,3,1,147.000000,0.000000,0.000000, ,1,0,1,2,611.200000,654.2,568.2, , , , , , , , 
30588,1,"リード線長さ","L/W Length"," "," ",2,ノギス,mm,1,1,2,22.000000,24.000000,0.000000, ,1,0,2,2,23.210000,23.24,23.18, , , , , , , , 
30588,1,"ブラシ幅","Brush Width"," "," ",1,マイクロメータ,mm,1,1,3,12.800000,12.900000,0.000000, ,1,0,3,2,12.857500,12.858,12.857, , , , , , , , 
30588,2,"ブラシ厚さ","Brush　Thickness"," "," ",1,マイクロメータ,mm,2,1,1,6.500000,-0.100000,-0.400000, ,1,0,2,2,0.000000, , , , , , , , , , 
30588,2,"ブラシ長さ","Brush　Length"," "," ",1,マイクロメータ,mm,2,1,1,13.500000,0.500000,0.000000, ,1,0,2,2,0.000000, , , , , , , , , , 
30588,2,"ﾘｰﾄﾞ線先端ｽﾎﾟｯﾄ溶接径","Spot Welding Part Diameter(Lead Wire)"," "," ",2,ノギス,mm,1,1,1,2.000000,3.000000,0.000000, ,1,0,2,1,0.000000, , , , , , , , , , 
30588,2,"ﾘｰﾄﾞ線先端ｽﾎﾟｯﾄ溶接長さ","Spot Welding Part Length(Lead Wire)"," "," ",2,ノギス,mm,1,1,0,5.000000,7.000000,0.000000, ,1,0,1,1,0.000000, , , , , , , , , , 
